docId,sentenceId,sentences,all_passives,all_passives_count,binary,res_u,res_com,res_dif,ID,gender,age,comments
92,3,"after 5 phone calls, three letters, and a report from the credit collection agency, that acknowledges that a payment was made, there has been no credit.",['was made'],1,1,1,7,-6,6029acb673830e93bcc9230f,1,70,
92,4,"we now owe over 300 .
",,0,0,1,7,-6,6029acb673830e93bcc9230f,1,70,
93,1,one of the worse experiences i had so far was at the line at wendy's.,,0,0,1,4,-3,6167206f242b144689a752d3,2,22,
93,2,i was at wendy's and they were very rude to me from beginning to end.,,0,0,1,4,-3,6167206f242b144689a752d3,2,22,
93,3,"they first took over 5 minutes to take my order and then when i ordered they did not greet me at all, they snatched my card and then rudely gave me my food.",,0,0,1,4,-3,6167206f242b144689a752d3,2,22,
93,4,"on top of that, they messed up my order alltogether and gave me the wrong drink, and dipping sauce.",,0,0,1,4,-3,6167206f242b144689a752d3,2,22,
94,1,i had my bank account get hacked.,['get hacked'],1,1,1,5,-4,5a188836087f2e0001eaf744,2,35,
94,2,someone overdrew the account.,,0,0,1,5,-4,5a188836087f2e0001eaf744,2,35,
94,3,i was at the bank for over an hour trying to get thing rectified.,,0,0,1,5,-4,5a188836087f2e0001eaf744,2,35,
94,4,it's really hard to prove that you didn't make a purchase.,,0,0,1,5,-4,5a188836087f2e0001eaf744,2,35,
94,5,it was compounded by the fact that the worker helping me was new to the job and didn't know all the procedures necessary.,['was compounded'],1,1,1,5,-4,5a188836087f2e0001eaf744,2,35,
94,6,i had to close the account and start a new one.,,0,0,1,5,-4,5a188836087f2e0001eaf744,2,35,
95,1,i had traveled on united airlines to chicago.,,0,0,1,7,-6,611c4b67ef5ef50313395ffb,2,63,
95,2," on my return trip, the flight was delayed.",['was delayed'],1,1,1,7,-6,611c4b67ef5ef50313395ffb,2,63,
95,3, i asked to be put onto another flight -- but there was no room.,['be put'],1,1,1,7,-6,611c4b67ef5ef50313395ffb,2,63,
95,4, our flight was delayed 4 times -- and kept getting later and later.,['was delayed'],1,1,1,7,-6,611c4b67ef5ef50313395ffb,2,63,
95,5," when we were finally to board, they told me i couldn't bring on my carryon bag for which i had paid extra to carry on.",,0,0,1,7,-6,611c4b67ef5ef50313395ffb,2,63,
95,6,Not a Sentence,,0,0,1,7,-6,611c4b67ef5ef50313395ffb,2,63,
95,7,they took my bag from me and checked it.,,0,0,1,7,-6,611c4b67ef5ef50313395ffb,2,63,
96,1,i ordered a figure from a toy store.,,0,0,1,7,-6,601c4e4be774df7440390622,1,36,
96,2,"it was a pre-order, so i knew it would take some time.",,0,0,1,7,-6,601c4e4be774df7440390622,1,36,
96,3,"other places had already gotten theirs in, yet the place i ordered mine from didn't, apparently, over a month later, and still nothing.",,0,0,1,7,-6,601c4e4be774df7440390622,1,36,
96,4,"i messages them multiple times, and they gave me the same run around.",,0,0,1,7,-6,601c4e4be774df7440390622,1,36,
96,5,they didn't have it.,,0,0,1,7,-6,601c4e4be774df7440390622,1,36,
96,6,had they oversold?,,0,0,1,7,-6,601c4e4be774df7440390622,1,36,
96,7,eventually i stated i just wanted my money back.,,0,0,1,7,-6,601c4e4be774df7440390622,1,36,
96,8,i had already bought it elsewhere.,,0,0,1,7,-6,601c4e4be774df7440390622,1,36,
96,9,it took forever to even get my money back.,,0,0,1,7,-6,601c4e4be774df7440390622,1,36,
96,10,they had the worse customer service i've ever seen.,,0,0,1,7,-6,601c4e4be774df7440390622,1,36,
96,11,"i no longer do business with them, at all.",,0,0,1,7,-6,601c4e4be774df7440390622,1,36,
97,1,i had someone open a checking account online in my name.,,0,0,1,7,-6,5d8e7b7ebf4783001eb768b0,2,50,
97,2,i had to deal with the bank's customer service about it.,,0,0,1,7,-6,5d8e7b7ebf4783001eb768b0,2,50,
97,3,it took forever to get from one person to another.,,0,0,1,7,-6,5d8e7b7ebf4783001eb768b0,2,50,
97,4,they asked me personal information questions that made me feel like they could then also steal my identity.,,0,0,1,7,-6,5d8e7b7ebf4783001eb768b0,2,50,
97,5,i had to report the issue to 3 different departments which took forever.,,0,0,1,7,-6,5d8e7b7ebf4783001eb768b0,2,50,
97,6,then the identity theft department basically told me it was my fault because i use a computer daily and it leaves me exposed to this type of thing.,,0,0,1,7,-6,5d8e7b7ebf4783001eb768b0,2,50,
98,1,i ordered ubereats and it said it was going to come at 9:45.,,0,0,1,7,-6,5eda8f3cf96cc50eea5c251c,1,20,
98,2,"then as time went on, it said 10, then 10:05 then 10:20.",,0,0,1,7,-6,5eda8f3cf96cc50eea5c251c,1,20,
98,3,"finally, when it looked like the uber driver had gotten there, the order itself was canceled.",['was canceled'],1,1,1,7,-6,5eda8f3cf96cc50eea5c251c,1,20,
98,4,"there was no further information given, it just said that uber eats support had canceled our order and that was all.",['information given'],1,1,1,7,-6,5eda8f3cf96cc50eea5c251c,1,20,
98,5,i was not able to contact them or do anything about it at all.,,0,0,1,7,-6,5eda8f3cf96cc50eea5c251c,1,20,
99,1,i can recall a negative experience while visiting a big box department store.,,0,0,1,7,-6,5ea8e0e13c12401747e08b1b,1,34,
99,2,for security reasons some items in the store are kept locked away and require a store associate to unlock.,['are kept'],1,1,1,7,-6,5ea8e0e13c12401747e08b1b,1,34,
99,3,there was a small button with a sign push for assistance.,,0,0,1,7,-6,5ea8e0e13c12401747e08b1b,1,34,
99,4,"i pushed the button, and 5 - 8 minutes later, nothing happened.",,0,0,1,7,-6,5ea8e0e13c12401747e08b1b,1,34,
99,5,"i went looking for a employee, and none to be found.",['be found'],1,1,1,7,-6,5ea8e0e13c12401747e08b1b,1,34,
99,6,"i then resorted to waiting on the customer service line, to then be sent back to the aisle and wait an additional 10 minutes for a underwhelmed employee that seemed disgruntled having to unlock my item.",['be sent'],1,1,1,7,-6,5ea8e0e13c12401747e08b1b,1,34,
99,7,"the resolution was i got my item after wasting a extra 45 mind numbing minutes in the store, i will be shopping at other stores from now on and have not returned to the store that almost intentionally did not respect my time.",,0,0,1,7,-6,5ea8e0e13c12401747e08b1b,1,34,
100,1,i ordered shoes and they never came in.,,0,0,4,7,-3,612679052d45de15e927a3b4,2,22,none
100,2,i was scammed.,['was scammed'],1,1,4,7,-3,612679052d45de15e927a3b4,2,22,none
100,3,i contacted my credit card company and was able to eventually get refunded.,,0,0,4,7,-3,612679052d45de15e927a3b4,2,22,none
